LB28-3200-32-2-15-I,-2.9172208629993364,-21.707655709310146,0.09803921568627451,2.5,15.0,7.8816,1.0,30
LB28-3200-32-2-15-I,-2.919023433679293,-21.707867689745463,0.0784313725490196,2.5,15.0,7.9356,1.0,30
LB28-3200-32-2-15-I,-3.069159307598759,-21.725218216070086,0.10784313725490197,2.5,15.0,8.0328,1.0,30
LB28-3200-32-2-15-I,-2.9541275564268945,-21.711978405485702,0.0718954248366013,2.5,15.0,7.9076,1.0,30
LB28-3200-32-2-15-I,-3.107566038420653,-21.729561199558542,0.10457516339869281,2.5,15.0,8.0444,1.0,30
LB28-3200-32-2-15-I,-3.4749263566604234,-21.769217553284925,0.0915032679738562,2.5,15.0,8.436,1.0,30
LB28-3200-32-2-15-I,-3.4221281407763726,-21.76372233579315,0.0784313725490196,2.5,15.0,8.337,1.0,30
LB28-3200-32-2-15-I,-2.6729425671212015,-21.678099437819004,0.06862745098039216,2.5,15.0,7.651,1.0,30
LB28-3200-32-2-15-I,-3.1590994444066296,-21.735328516380232,0.09803921568627451,2.5,15.0,8.07,1.0,30
LB28-3200-32-2-15-I,-2.560332912226288,-21.66390429689436,0.11764705882352941,2.5,15.0,7.554,1.0,30
LB28-32-2-10-I,-2.465673360509411,-21.651683812656998,0.29411764705882354,2.5,15.0,7.434,1.0,30
LB28-32-2-10-I,-3.2059471165561493,-21.740512378981894,0.2973856209150327,2.5,15.0,8.126,1.0,30
LB28-32-2-10-I,-3.2391172251234552,-21.744149103631532,0.30718954248366015,2.5,15.0,8.116999999999999,1.0,30
LB28-32-2-10-I,-2.6107921214971466,-21.670310523847736,0.2875816993464052,2.5,15.0,7.567,1.0,30
LB28-32-2-10-I,-2.371472542283085,-21.639255230650836,0.27450980392156865,2.5,15.0,7.31,1.0,30
LB28-6400-64-2-15-I,-1.685510607651235,-24.550445090896773,0.013071895424836602,1.25,7.5,8.285,1.0,30
LB28-6400-64-2-15-I,-0.9516972997179378,-24.425575301494355,0.06535947712418301,1.25,7.5,7.573,1.0,30
LB28-6400-64-2-15-I,-0.9595858253357878,-24.427032931945092,0.02287581699346405,1.25,7.5,7.606,1.0,30
LB28-6400-64-2-15-I,-1.1272387499578305,-24.457393686447553,0.0392156862745098,1.25,7.5,7.746,1.0,30
LB28-6400-64-2-15-I,-1.3402716496224085,-24.494319526785315,0.058823529411764705,1.25,7.5,7.946,1.0,30
LB28-128-2-15-I,-1.5798925498288958,-30.554345852465055,0.0,0.3125,1.875,8.26,1.0,30
LB28-128-2-15-I,-1.282100215084005,-30.505015451827425,0.0032679738562091504,0.3125,1.875,7.953,1.0,30
LB28-128-2-15-I,-1.0120183781403842,-30.457254264025273,0.02287581699346405,0.3125,1.875,7.711,1.0,30
LB28-128-2-15-I,-1.339956103924008,-30.514866073829825,0.006535947712418301,0.3125,1.875,8.028,1.0,30
LB28-128-2-15-I,-1.4294004550312176,-30.52983906105401,0.0032679738562091504,0.3125,1.875,8.109,1.0,30
LB28-256-2-15-I,-3.7382763199228064,-33.836850921368935,0.0032679738562091504,0.15625,0.9375,10.857,0.7,30
LB28-256-2-15-I,-3.0468393607401456,-33.763876429826446,0.0,0.15625,0.9375,10.01,0.7,30
LB28-256-2-15-I,-3.6989679399462667,-33.8330064192583,0.0032679738562091504,0.15625,0.9375,10.805,0.7,30
LB28-25600-256-2-15-I,-3.907697585454372,-30.842728503639425,0.016339869281045753,0.3125,1.875,10.852,0.7,30
LB28-25600-256-2-15-I,-4.204873770376228,-30.869624389292163,0.0,0.3125,1.875,11.236,0.7,30
LB28-25600-256-2-15-I,-3.3300843054492106,-30.784881107965113,0.013071895424836602,0.3125,1.875,10.156,0.7,30
LB28-25600-256-2-15-I,-4.571547952835097,-30.900371472271864,0.016339869281045753,0.3125,1.875,11.716,0.7,30
LB28-25600-256-2-15-I,-2.6862298174662165,-30.71065009974196,0.0196078431372549,0.3125,1.875,9.411999999999999,0.7,30
LB28-25600-256-2-15-I,-3.382440527909607,-30.790447328142452,0.0032679738562091504,0.3125,1.875,10.204,0.7,30
LB28-25600-256-2-15-I,-1.8919718110328068,-30.602538503390928,0.013071895424836602,0.3125,1.875,8.572,0.7,30
LB28-25600-256-2-15-I,-3.9753683893655523,-30.849015860620213,0.0457516339869281,0.3125,1.875,10.94,0.7,30
LB28-25600-256-2-15-I,-2.4355920846085266,-30.67864410608198,0.02287581699346405,0.3125,1.875,9.136,0.7,30
LB28-25600-256-2-15-I,-3.730536244926836,-30.825796706101364,0.006535947712418301,0.3125,1.875,10.612,0.7,30
LB28-25600-256-2-15-I,-5.086142450556814,-30.939370190753696,0.013071895424836602,0.3125,1.875,12.46,0.7,30
LB28-25600-256-2-15-I,-4.742411394622049,-30.913836116436197,0.00980392156862745,0.3125,1.875,11.952,0.7,30
LB28-25600-256-2-15-I,-2.5175388320472374,-30.689312457331205,0.00980392156862745,0.3125,1.875,9.236,0.7,30
LB28-25600-256-2-15-I,-3.893521832541624,-30.841398964749292,0.026143790849673203,0.3125,1.875,10.836,0.7,30
LB28-25600-256-2-15-I,-2.2963969100591353,-30.660054978521245,0.00980392156862745,0.3125,1.875,8.984,0.7,30
LB28-25600-256-2-15-I,-3.4986679378811703,-30.80256674673581,0.00980392156862745,0.3125,1.875,10.332,0.7,30
LB28-25600-256-2-15-I,-3.6080248298191444,-30.8136773766618,0.0196078431372549,0.3125,1.875,10.48,0.7,30
LB28-25600-256-2-15-I,-3.44438448912748,-30.79694678542182,0.0196078431372549,0.3125,1.875,10.28,0.7,30
LB28-25600-256-2-15-I,-2.8020413654772196,-30.72482652929545,0.026143790849673203,0.3125,1.875,9.544,0.7,30
LB28-25600-256-2-15-I,-4.742553275917831,-30.913847078506965,0.05555555555555555,0.3125,1.875,11.952,0.7,30
LB28-25600-256-2-15-I,-2.5854298213162243,-30.697999737243975,0.0032679738562091504,0.3125,1.875,9.3,0.7,30
LB28-25600-256-2-15-I,-2.112898960560244,-30.634620993273117,0.0196078431372549,0.3125,1.875,8.796,0.7,30
LB28-25600-256-2-15-I,-3.995959388677745,-30.850909630176485,0.00980392156862745,0.3125,1.875,10.956,0.7,30
LB28-25600-256-2-15-I,-4.05354859298292,-30.85615872658692,0.016339869281045753,0.3125,1.875,11.044,0.7,30
LB28-25600-256-2-15-I,-3.3793056352998296,-30.79011592924591,0.013071895424836602,0.3125,1.875,10.216,0.7,30
LB28-25600-256-2-15-I,-4.656349668410294,-30.90712036220535,0.00980392156862745,0.3125,1.875,11.848,0.7,30
LB28-25600-256-2-15-I,-2.792587409798311,-30.723683393306672,0.03594771241830065,0.3125,1.875,9.532,0.7,30
LB28-25600-256-2-15-I,-2.244652034339498,-30.65299126368223,0.016339869281045753,0.3125,1.875,8.936,0.7,30
LB28-25600-256-2-15-I,-3.049463745021134,-30.753875994663087,0.00980392156862745,0.3125,1.875,9.812,0.7,30
LB28-25600-256-2-15-I,-1.9672076983600437,-30.613647816091195,0.0,0.3125,1.875,8.66,0.7,30
LB28-25600-256-2-15-I,-5.049578334881861,-30.936749076173086,0.0032679738562091504,0.3125,1.875,12.404,0.7,30
LB28-25600-256-2-15-I,-3.9309837954151434,-30.844903111476548,0.026143790849673203,0.3125,1.875,10.892,0.7,30
LB28-25600-256-2-15-I,-3.2981731117602036,-30.781455427549865,0.00980392156862745,0.3125,1.875,10.1,0.7,30
LB28-25600-256-2-15-I,-2.156003001158978,-30.640692414382258,0.00980392156862745,0.3125,1.875,8.84,0.7,30
LB28-25600-256-2-15-I,-2.0815842278812733,-30.63017221072148,0.0,0.3125,1.875,8.76,0.7,30
LB28-25600-256-2-15-I,-3.645782919977361,-30.81744907272223,0.029411764705882353,0.3125,1.875,10.524,0.7,30
LB28-25600-256-2-15-I,-2.3981170883422207,-30.673697888969212,0.006535947712418301,0.3125,1.875,9.096,0.7,30
LB28-25600-256-2-15-I,-3.7376092803169714,-30.826486015645145,0.05228758169934641,0.3125,1.875,10.636,0.7,30
LB28-25600-256-2-15-I,-3.163237447011584,-30.76668852590991,0.00980392156862745,0.3125,1.875,9.952,0.7,30
LB28-25600-256-2-15-I,-4.416464191098823,-30.88768314176133,0.013071895424836602,0.3125,1.875,11.524000000000001,0.7,30
LB28-25600-256-2-15-I,-2.442678799340038,-30.67957467200271,0.006535947712418301,0.3125,1.875,9.144,0.7,30
LB28-25600-256-2-15-I,-3.279006125527249,-30.779385710819742,0.05228758169934641,0.3125,1.875,10.096,0.7,30
LB28-25600-256-2-15-I,-1.9207731020097394,-30.606814045555506,0.0,0.3125,1.875,8.604,0.7,30
LB28-25600-256-2-15-I,-3.1007300217023626,-30.759690868533777,0.02287581699346405,0.3125,1.875,9.876,0.7,30
LB28-25600-256-2-15-I,-5.022094290552575,-30.934764291386106,0.05555555555555555,0.3125,1.875,12.352,0.7,30
LB28-25600-256-2-15-I,-2.1123212093557235,-30.634539204152244,0.00980392156862745,0.3125,1.875,8.804,0.7,30
LB28-25600-256-2-15-I,-2.8104187147451816,-30.725837408760547,0.0032679738562091504,0.3125,1.875,9.552,0.7,30
LB28-25600-256-2-15-I,-4.355766943428868,-30.882592451601266,0.0196078431372549,0.3125,1.875,11.428,0.7,30
LB28-25600-256-2-15-I,-3.2315022195658245,-30.774216529609742,0.02287581699346405,0.3125,1.875,10.028,0.7,30
LB28-25600-256-2-15-I,-3.0652017745987776,-30.755668386707136,0.026143790849673203,0.3125,1.875,9.836,0.7,30
LB28-25600-256-2-15-I,-4.126433060663369,-30.862702928473926,0.029411764705882353,0.3125,1.875,11.144,0.7,30
LB28-25600-256-2-15-I,-4.496172751136419,-30.894261157385124,0.0032679738562091504,0.3125,1.875,11.628,0.7,30
LB28-25600-256-2-15-I,-3.7077888694287617,-30.82357221216568,0.0196078431372549,0.3125,1.875,10.612,0.7,30
LB28-25600-256-2-15-I,-2.0483532504472857,-30.62541597916778,0.00980392156862745,0.3125,1.875,8.744,0.7,30
LB28-25600-256-2-15-I,-3.0108205494892464,-30.749447297957612,0.00980392156862745,0.3125,1.875,9.78,0.7,30
LB28-25600-256-2-15-I,-1.8397384331376165,-30.59471176340363,0.016339869281045753,0.3125,1.875,8.52,0.7,30
LB28-25600-256-2-15-I,-2.4182808433672607,-30.67636454865047,0.0,0.3125,1.875,9.108,0.7,30
LB28-25600-256-2-15-I,-4.170198501761851,-30.866580120029568,0.026143790849673203,0.3125,1.875,11.184,0.7,30
LB28-25600-256-2-15-I,-2.1694796523427993,-30.642578336344,0.032679738562091505,0.3125,1.875,8.86,0.7,30
LB28-25600-256-2-15-I,-4.534968324149581,-30.897419376441864,0.016339869281045753,0.3125,1.875,11.676,0.7,30
LB28-25600-256-2-15-I,-4.530227734704949,-30.897034972128235,0.013071895424836602,0.3125,1.875,11.676,0.7,30
LB28-25600-256-2-15-I,-3.397790376805795,-30.792066557891197,0.0196078431372549,0.3125,1.875,10.208,0.7,30
LB28-25600-256-2-15-I,-4.532810559798131,-30.897244459948283,0.016339869281045753,0.3125,1.875,11.688,0.7,30
LB28-25600-256-2-15-I,-3.023625318699848,-30.750919153907734,0.0784313725490196,0.3125,1.875,9.78,0.7,30
LB28-25600-256-2-15-I,-3.0396439306810437,-30.752754328356986,0.02287581699346405,0.3125,1.875,9.812,0.7,30
LB28-25600-256-2-15-I,-2.0169191168419887,-30.62088330487237,0.0032679738562091504,0.3125,1.875,8.7,0.7,30
LB28-25600-256-2-15-I,-2.9018820138172394,-30.73674818226783,0.0,0.3125,1.875,9.66,0.7,30
LB28-128-2-10-I,-1.8543333805352704,-30.596908180605983,0.0032679738562091504,0.3125,1.875,8.526,1.0,30
LB28-128-2-10-I,-3.3507991811579627,-30.78709142340746,0.0032679738562091504,0.3125,1.875,10.165999999999999,1.0,30
LB28-128-2-10-I,-3.460994578607023,-30.798673891338755,0.07516339869281045,0.3125,1.875,10.29,1.0,30
LB28-128-2-10-I,-0.3207902606782407,-30.32059000259238,0.0032679738562091504,0.3125,1.875,7.113999999999999,1.0,30
LB28-128-2-10-I,-1.6221259424492926,-30.56107209379371,0.006535947712418301,0.3125,1.875,8.302,1.0,30
LB28-128-2-10-I,-1.8396384127451464,-30.59469668569312,0.0,0.3125,1.875,8.514,1.0,30
LB28-128-2-10-I,-1.6389892346628012,-30.563739582371017,0.00980392156862745,0.3125,1.875,8.306,1.0,30
LB28-128-2-10-I,-2.4400096969858667,-30.67922436687132,0.00980392156862745,0.3125,1.875,9.129999999999999,1.0,30
LB28-128-2-10-I,-0.6994692695600355,-30.398145308030728,0.00980392156862745,0.3125,1.875,7.446,1.0,30
LB28-128-2-10-I,-2.076923474959008,-30.629507325920972,0.0,0.3125,1.875,8.75,1.0,30
LB28-128-2-10-I,-1.7210110068095197,-30.576567355766418,0.0032679738562091504,0.3125,1.875,8.389999999999999,1.0,30
LB28-128-2-10-I,-2.438688165044244,-30.679050843306218,0.00980392156862745,0.3125,1.875,9.133999999999999,1.0,30
LB28-128-2-10-I,-2.5031038807140202,-30.6874477998112,0.02287581699346405,0.3125,1.875,9.19,1.0,30
LB28-128-2-10-I,-3.2012616390129542,-30.770896297100403,0.013071895424836602,0.3125,1.875,9.985999999999999,1.0,30
LB28-128-2-10-I,-1.779187590703342,-30.58552012153152,0.0,0.3125,1.875,8.45,1.0,30
LB28-128-2-10-I,-2.7909970731613782,-30.723490851283483,0.0032679738562091504,0.3125,1.875,9.521999999999998,1.0,30
LB28-128-2-10-I,-0.12354725303614074,-30.277434343448046,0.00980392156862745,0.3125,1.875,6.937999999999999,1.0,30
LB28-128-2-10-I,-1.7744117927262435,-30.584789686340294,0.0032679738562091504,0.3125,1.875,8.434,1.0,30
LB28-128-2-10-I,-3.1623055173793673,-30.766584934996523,0.0,0.3125,1.875,9.946,1.0,30
LB28-128-2-10-I,-3.444024073217546,-30.796909236349265,0.0196078431372549,0.3125,1.875,10.277999999999999,1.0,30
LB28-128-2-10-I,-2.9325329393388726,-30.740353465885992,0.00980392156862745,0.3125,1.875,9.661999999999999,1.0,30
LB28-128-2-10-I,-0.6343080056213289,-30.385277031105453,0.0,0.3125,1.875,7.382,1.0,30
LB28-128-2-10-I,-2.537955089039889,-30.6919391999247,0.0,0.3125,1.875,9.245999999999999,1.0,30
LB28-128-2-10-I,0.39433189921689543,-30.154339281371467,0.0,0.3125,1.875,6.521999999999999,1.0,30
LB28-128-2-10-I,-1.7795266751031245,-30.58557195231637,0.006535947712418301,0.3125,1.875,8.453999999999999,1.0,30
LB28-128-2-10-I,-1.956247081817564,-30.612041326007457,0.013071895424836602,0.3125,1.875,8.617999999999999,1.0,30
LB28-128-2-10-I,-3.249970315064002,-30.776232873022668,0.00980392156862745,0.3125,1.875,10.033999999999999,1.0,30
LB28-128-2-10-I,-3.1521946866963804,-30.765459610910927,0.00980392156862745,0.3125,1.875,9.914,1.0,30
LB28-128-2-10-I,-0.8915133405499971,-30.434966924084875,0.0032679738562091504,0.3125,1.875,7.6259999999999994,1.0,30
LB28-128-2-10-I,-3.108811376527512,-30.76060124884577,0.00980392156862745,0.3125,1.875,9.882,1.0,30
LB28-128-2-10-I,-2.126563427761315,-30.636552229728856,0.013071895424836602,0.3125,1.875,8.806,1.0,30
LB28-128-2-10-I,0.3687148673718002,-30.16077945334786,0.0,0.3125,1.875,6.553999999999999,1.0,30
LB28-128-2-10-I,-2.573691833039244,-30.696507446622498,0.0032679738562091504,0.3125,1.875,9.261999999999999,1.0,30
LB28-128-2-10-I,-3.176224655182469,-30.76812983971795,0.0032679738562091504,0.3125,1.875,9.95,1.0,30
LB28-128-2-10-I,-0.17519875151155664,-30.288925503496547,0.0,0.3125,1.875,6.981999999999999,1.0,30
LB28-128-2-10-I,-1.4010152121264208,-30.5251207312581,0.0032679738562091504,0.3125,1.875,8.069999999999999,1.0,30
LB28-128-2-10-I,-0.9508224020318724,-30.4460133892685,0.0,0.3125,1.875,7.669999999999999,1.0,30
LB28-128-2-10-I,-3.594906079289638,-30.812359235925552,0.006535947712418301,0.3125,1.875,10.442,1.0,30
LB28-128-2-10-I,-3.47529597650699,-30.8001556580952,0.006535947712418301,0.3125,1.875,10.302,1.0,30
LB28-128-2-10-I,-0.702202941684011,-30.398680954824236,0.0032679738562091504,0.3125,1.875,7.446,1.0,30
LB28-128-2-10-I,-0.05521854164458083,-30.262021416900566,0.0,0.3125,1.875,6.893999999999999,1.0,30
LB28-128-2-10-I,-1.476638029798473,-30.537623073068673,0.0032679738562091504,0.3125,1.875,8.158,1.0,30
LB28-128-2-10-I,-0.8736777791197831,-30.431615393225137,0.0,0.3125,1.875,7.589999999999999,1.0,30
LB28-128-2-10-I,-3.362571574746578,-30.78834286924287,0.013071895424836602,0.3125,1.875,10.174,1.0,30
LB28-128-2-10-I,-2.6349728401658257,-30.70425406125939,0.0032679738562091504,0.3125,1.875,9.346,1.0,30
LB28-128-2-10-I,0.19857976771268088,-30.202601194620907,0.0,0.3125,1.875,6.6819999999999995,1.0,30
LB28-128-2-10-I,-2.0073284041284847,-30.61949381852806,0.006535947712418301,0.3125,1.875,8.677999999999999,1.0,30
LB28-128-2-10-I,-2.1910269705324796,-30.645581534771928,0.00980392156862745,0.3125,1.875,8.873999999999999,1.0,30
LB28-128-2-10-I,-3.389781017454414,-30.791222378083475,0.02287581699346405,0.3125,1.875,10.218,1.0,30
LB28-128-2-10-I,0.25377008571275356,-30.189213709531696,0.0,0.3125,1.875,6.645999999999999,1.0,30
LB28-128-2-10-I,0.4142588127668343,-30.14930328229323,0.0,0.3125,1.875,6.521999999999999,1.0,30
LB28-128-2-10-I,-0.7515804889957287,-30.4082983701231,0.006535947712418301,0.3125,1.875,7.481999999999999,1.0,30
LB28-128-2-10-I,0.3329889466778368,-30.16969782432586,0.0,0.3125,1.875,6.593999999999999,1.0,30
LB28-128-2-10-I,-2.4922613913269203,-30.686043122577644,0.0032679738562091504,0.3125,1.875,9.181999999999999,1.0,30
LB28-128-2-10-I,-3.2420908555392822,-30.775373643642503,0.0,0.3125,1.875,10.038,1.0,30
LB28-128-2-10-I,-0.5070367130790243,-30.359579319677266,0.0,0.3125,1.875,7.278,1.0,30
LB28-128-2-10-I,-0.7235111431763851,-30.402844633583157,0.0,0.3125,1.875,7.449999999999999,1.0,30
LB28-128-2-10-I,-2.4372894895737223,-30.678867132896272,0.0,0.3125,1.875,9.129999999999999,1.0,30
LB28-128-2-10-I,-2.3671558079209625,-30.669579077850436,0.0196078431372549,0.3125,1.875,9.049999999999999,1.0,30
LB28-128-2-10-I,-1.1421896320024845,-30.48064460931955,0.0,0.3125,1.875,7.826,1.0,30
LB28-128-2-10-I,-3.4709172977878975,-30.799702501689087,0.013071895424836602,0.3125,1.875,10.306,1.0,30
LB28-128-2-10-I,0.469493934963412,-30.13522266896719,0.0,0.3125,1.875,6.473999999999999,1.0,30
LB28-128-2-10-I,-3.4789615408414107,-30.800534661989097,0.0032679738562091504,0.3125,1.875,10.314,1.0,30
LB28-128-2-10-I,0.468895477401829,-30.135376190224445,0.00980392156862745,0.3125,1.875,6.481999999999999,1.0,30
LB28-128-2-10-I,-0.3764919271769367,-30.332426487393107,0.0,0.3125,1.875,7.1659999999999995,1.0,30
LB28-128-2-10-I,0.11687484074921994,-30.22211055674332,0.0,0.3125,1.875,6.757999999999999,1.0,30
LB28-128-2-10-I,-1.2720180316139311,-30.503285378661488,0.0,0.3125,1.875,7.953999999999999,1.0,30
LB28-128-2-10-I,-3.5554423072138452,-30.808369920670447,0.016339869281045753,0.3125,1.875,10.418,1.0,30
LB28-128-2-10-I,0.01631625798667674,-30.245623342631408,0.0,0.3125,1.875,6.837999999999999,1.0,30
LB28-128-2-10-I,-0.2235668345536659,-30.299562977931956,0.0,0.3125,1.875,7.029999999999999,1.0,30
LB28-128-2-10-I,-2.9950171858831935,-30.74762477262307,0.006535947712418301,0.3125,1.875,9.734,1.0,30
LB28-128-2-10-I,-3.061952245146898,-30.755298832223822,0.0,0.3125,1.875,9.814,1.0,30
LB28-128-2-10-I,-0.9622648265801391,-30.448127265279417,0.0,0.3125,1.875,7.6739999999999995,1.0,30
LB28-128-2-10-I,-3.3316321074723576,-30.785046625984304,0.0196078431372549,0.3125,1.875,10.142,1.0,30
LB28-128-2-10-I,0.41133516420427085,-30.15004360413529,0.0032679738562091504,0.3125,1.875,6.513999999999999,1.0,30
LB28-128-2-10-I,-1.0358051901899135,-30.461581008962273,0.0,0.3125,1.875,7.741999999999999,1.0,30
LB28-128-2-10-I,-3.196941718538591,-30.770420105982343,0.02287581699346405,0.3125,1.875,9.985999999999999,1.0,30
LB28-128-2-10-I,-0.18290581174954268,-30.290628443199687,0.0,0.3125,1.875,6.997999999999999,1.0,30
LB28-128-2-10-I,-2.1753531876545966,-30.643398449283044,0.016339869281045753,0.3125,1.875,8.857999999999999,1.0,30
LB28-128-2-10-I,0.1556402268250502,-30.212899976353373,0.0032679738562091504,0.3125,1.875,6.7219999999999995,1.0,30
LB28-128-2-10-I,-1.7455184304501523,-30.5803534154091,0.0,0.3125,1.875,8.418,1.0,30
LB28-128-2-10-I,-3.1992066535585097,-30.770669832132374,0.016339869281045753,0.3125,1.875,9.978,1.0,30
LB28-128-2-10-I,-0.693879117763051,-30.397048900776444,0.0,0.3125,1.875,7.433999999999999,1.0,30
LB28-128-2-10-I,-1.1638520132761623,-30.484469510789243,0.0,0.3125,1.875,7.858,1.0,30
LB28-128-2-10-I,-2.10654955645239,-30.633721544838778,0.0,0.3125,1.875,8.786,1.0,30
LB28-128-2-10-I,0.06662597402792578,-30.23392788837345,0.0,0.3125,1.875,6.797999999999999,1.0,30
LB28-128-2-10-I,-3.0390188096617115,-30.752682838133598,0.00980392156862745,0.3125,1.875,9.806,1.0,30
LB28-128-2-10-I,-2.6196246798028415,-30.702324127660738,0.0,0.3125,1.875,9.33,1.0,30
LB28-128-2-10-I,-0.8560417704801035,-30.428287799378484,0.0,0.3125,1.875,7.585999999999999,1.0,30
LB28-128-2-10-I,-0.6798721343701135,-30.394295477825864,0.0,0.3125,1.875,7.425999999999999,1.0,30
LB28-128-2-10-I,-2.4475054809814663,-30.680207601230972,0.00980392156862745,0.3125,1.875,9.129999999999999,1.0,30
LB28-128-2-10-I,-3.2588654025904122,-30.77720098190456,0.013071895424836602,0.3125,1.875,10.053999999999998,1.0,30
LB28-128-2-10-I,-0.059942640181412404,-30.26309485399432,0.0,0.3125,1.875,6.889999999999999,1.0,30
LB28-128-2-10-I,-0.6833851746025766,-30.39498688830674,0.006535947712418301,0.3125,1.875,7.417999999999999,1.0,30
LB28-128-2-10-I,-1.0601678725189358,-30.46598800548044,0.0,0.3125,1.875,7.754,1.0,30
LB28-64-2-10-I,-0.6612653705584324,-27.380324135668065,0.0032679738562091504,0.625,3.75,7.302,1.0,30
LB28-64-2-10-I,-1.7661003365036996,-27.57321661576996,0.006535947712418301,0.625,3.75,8.325999999999999,1.0,30
LB28-64-2-10-I,-2.954084924746387,-27.73257334669209,0.013071895424836602,0.625,3.75,9.594,1.0,30
